year,month,top_release,genre,top_gross,top_10_gross_total,releases,total_top_days
2019,May,John Wick: Chapter 3 - Parabellum,"Action, Crime, Thriller",76638941,190656619,53.285714285714285,7
2019,May,Pokémon Detective Pikachu,"Action, Adventure, Comedy",20575704,48449057,56.0,1
2019,Nov,Ford v Ferrari,"Action, Biography, Drama",41989570,120317733,58.0,7
2019,Nov,Frozen II,"Animation, Adventure, Comedy",269362239,447714266,54.0,9
2019,Nov,Midway,"Action, Adventure, Drama",26390773,140777863,56.57142857142857,7
2019,Nov,Terminator: Dark Fate,"Action, Adventure, Sci-Fi",37657130,133430954,55.57142857142857,7
2019,Oct,Downton Abbey,"Drama, Romance",5608955,23822094,57.0,3
2019,Oct,Joker,"Crime, Drama, Thriller",238885827,481685697,55.72727272727273,22
2019,Oct,Maleficent: Mistress of Evil,"Adventure, Family, Fantasy",55387878,210527440,62.166666666666664,6
2019,Sep,Abominable,"Animation, Adventure, Comedy",20612100,83845476,56.333333333333336,3
2019,Sep,Angel Has Fallen,"Action, Thriller",11106530,60017867,56.0,5
2019,Sep,Downton Abbey,"Drama, Romance",45677945,162092638,61.875,8
2019,Sep,Hustlers,"Comedy, Crime, Drama",25463545,65114404,59.6,5
2019,Sep,It Chapter Two,"Drama, Fantasy, Horror",139817778,222939124,56.333333333333336,9
