,title,genre
74419,90 minuti in Paradiso,Drama
74428,Queen of Katwe,"Biography, Drama, Sport"
74461,Ouija: L'origine del male,"Drama, Horror, Mystery"
74468,In viaggio verso un sogno - The Peanut Butter Falcon,"Comedy, Drama"
74472,La tempesta di sabbia,Drama
74484,Agnus Dei,"Drama, History"
74485,Icaros: A Vision,Drama
74499,Aferim!,"Adventure, Comedy, Drama"
74523,Extraction,"Action, Thriller"
74525,Una vita da gatto,"Comedy, Drama, Family"
74531,Le donne della mia vita,"Comedy, Drama"
74563,The Ballad of Lefty Brown,"Action, Drama, Western"
74586,Un amore di collega,"Comedy, Music, Romance"
74619,John Wick - Capitolo 2,"Action, Crime, Thriller"
74623,Arctic - Un'avventura glaciale,"Animation, Adventure, Comedy"
74670,Cattivi vicini 2,Comedy
74706,Level Up,"Action, Mystery, Thriller"
74751,Shaft,"Action, Comedy, Crime"
74757,Cinquanta sfumature di nero,"Drama, Romance"
74780,Paddington 2,"Adventure, Comedy, Family"
74808,Cinquanta sfumature di rosso,"Drama, Romance, Thriller"
74815,Gifted - Il dono del talento,Drama
74816,Casa CasinÃ²,"Comedy, Crime"
74831,Chiudi gli occhi,"Drama, Mystery, Romance"
74864,Maze Runner - La rivelazione,"Action, Adventure, Sci-Fi"
74865,Proprio lui?,Comedy
74868,The Meddler,"Comedy, Drama, Romance"
74875,The Prodigy - Il figlio del male,"Horror, Mystery, Thriller"
74904,CafÃ© Society,"Comedy, Drama, Romance"
74910,Il Tesoro,Comedy
74931,Morgan,"Action, Horror, Sci-Fi"
74934,Frozen II - Il segreto di Arendelle,"Animation, Adventure, Comedy"
74957,Overlord,"Action, Adventure, Horror"
74972,Robin Hood - L'origine della leggenda,"Action, Adventure, Drama"
74982,Cocaine - La vera storia di White Boy Rick,"Crime, Drama"
74990,Ricomincio da noi,"Comedy, Drama, Family"
74999,Miss Sloane - Giochi di potere,"Drama, Thriller"
75021,Animali notturni,"Drama, Thriller"
75024,Paradise,"Drama, War"
75036,L'ora piÃ¹ buia,"Biography, Drama, History"
75049,Crown Vic,"Action, Crime, Drama"
75058,Red Zone - 22 miglia di fuoco,"Action, Thriller"
75092,Boston: Caccia all'uomo,"Action, Crime, Drama"
75095,Il libro di Henry,"Crime, Drama, Thriller"
75100,Sleight - Magia,"Drama, Sci-Fi"
75105,Ritorno al bosco dei 100 acri,"Comedy, Drama, Family"
75135,Gli eroi del Natale,"Animation, Adventure, Comedy"
75158,Copia originale,"Biography, Comedy, Crime"
75194,Lu Bian Ye Can,"Drama, Mystery"
75211,La pazza gioia,"Comedy, Drama"
75213,La battaglia dei sessi,"Biography, Comedy, Drama"
75221,Cicogne in missione,"Animation, Adventure, Comedy"
75242,Fast & Furious 8,"Action, Adventure, Crime"
75249,Spider-Man: Un nuovo universo,"Animation, Action, Adventure"
75292,La veritÃ  negata,"Biography, Drama"
75300,Harriet,"Action, Biography, Drama"
75302,Almost Christmas - Vacanze in famiglia,"Comedy, Drama"
75303,Kingsman: Il cerchio d'oro,"Action, Adventure, Comedy"
75312,Bad Moms: Mamme molto cattive,Comedy
75345,Brave New Jersey,Comedy
75355,All Saints,Drama
75366,Cinquanta sbavature di nero,Comedy
75375,Una giusta causa,"Biography, Drama"
75377,Loving - L'amore deve nascere libero,"Biography, Drama, Romance"
75398,Woodshock,"Drama, Thriller"
75409,Colossal,"Comedy, Drama, Fantasy"
75419,New Mutants,"Action, Horror, Sci-Fi"
75421,Tenemos la carne,"Drama, Fantasy, Horror"
75423,Collateral Beauty,"Drama, Romance"
75424,Escobar - Il fascino del male,"Biography, Crime, Drama"
75441,"Morto Stalin, se ne fa un altro","Comedy, Drama, History"
75448,Tigri all'assalto,"Action, Adventure, Comedy"
75475,It Comes at Night,"Horror, Mystery"
75504,Bumblebee,"Action, Adventure, Sci-Fi"
75508,Mei ren yu,"Comedy, Drama, Fantasy"
75511,I primitivi,"Animation, Adventure, Comedy"
75549,Personal Shopper,"Drama, Mystery, Thriller"
75579,Ma loute,"Comedy, Fantasy"
75601,Robinson Crusoe,"Animation, Adventure, Comedy"
75603,La cura dal benessere,"Drama, Fantasy, Horror"
75659,Unfriended: Dark Web,"Horror, Mystery, Thriller"
75673,Pitch Perfect 3,"Comedy, Music"
75695,Whisky Galore,"Comedy, Romance"
75719,The Promise,"Action, Adventure, Drama"
75721,Maleficent - Signora del male,"Adventure, Family, Fantasy"
75728,LBJ,"Biography, Drama, History"
75732,Shark - Il primo squalo,"Action, Horror, Sci-Fi"
75748,Lights Out - Terrore nel buio,"Drama, Horror, Mystery"
75773,How to Be a Latin Lover,"Comedy, Drama"
75785,Crazy Night - Festa col morto,"Comedy, Crime, Thriller"
75787,Il sole a mezzanotte - Midnight Sun,"Drama, Romance"
75806,Migliori nemici,"Biography, Drama, History"
75849,Vuelven,"Fantasy, Horror, Mystery"
75854,Mother's Day,"Comedy, Drama, Romance"
75855,God's Not Dead 2 - Dio non Ã¨ morto 2,Drama
75940,Good Time,"Crime, Drama, Thriller"
75941,Il diritto di contare,"Biography, Drama, History"
75997,The Perfect Match,"Comedy, Romance"
76019,Emoji - Accendi le emozioni,"Animation, Adventure, Comedy"
76035,Jurassic World - Il regno distrutto,"Action, Adventure, Sci-Fi"
76095,The Resurrection of Gavin Stone,"Comedy, Drama, Family"
76126,Mission: Impossible - Fallout,"Action, Adventure, Thriller"
76127,La Llorona - Le lacrime del male,"Horror, Mystery, Thriller"
76128,L'impero delle ombre,"Action, Drama, Thriller"
76133,Il diritto di opporsi,"Biography, Crime, Drama"
76143,Little Men,Drama
76167,Lady Bird,"Comedy, Drama"
76212,"Un padre, una figlia","Crime, Drama"
76225,Operation Chromite - Uomini d'onore,"Action, Drama, History"
76237,Il tenente ottomano,"Drama, War"
76267,Ognuno ha diritto ad amare - Touch Me Not,Drama
76273,I'm Not Ashamed,"Biography, Drama"
76280,Raw - Una cruda veritÃ ,"Drama, Fantasy, Horror"
76318,Tutti lo sanno,"Crime, Drama, Mystery"
76336,I fratelli Sisters,"Crime, Drama, Western"
76345,Split,"Horror, Thriller"
76356,Moonlight,Drama
76357,The Kid,"Biography, Drama, Western"
76431,Noi siamo tutto,"Drama, Romance"
76441,"Psiconautas, los niÃ±os olvidados","Animation, Drama, Horror"
76459,Dunkirk,"Action, Drama, History"
76490,"Tre manifesti a Ebbing, Missouri","Comedy, Crime, Drama"
76491,Il ritorno di Mary Poppins,"Comedy, Family, Fantasy"
76522,Charlie's Angels,"Action, Adventure, Comedy"
76580,Scappa - Get Out,"Horror, Mystery, Thriller"
76581,Soldado,"Action, Adventure, Crime"
76649,Color Out of Space,"Horror, Mystery, Sci-Fi"
76695,La favorita,"Biography, Comedy, Drama"
76724,Un sacchetto di biglie,"Biography, Drama, History"
76734,Ant-Man and the Wasp,"Action, Adventure, Comedy"
76770,Madre!,"Drama, Horror, Mystery"
76786,Pets 2: Vita da animali,"Animation, Adventure, Comedy"
76807,Peter Rabbit,"Adventure, Comedy, Family"
76827,Poms,"Comedy, Drama, Sport"
76865,Annabelle 2: Creation,"Horror, Mystery, Thriller"
76910,Western,Drama
76914,The Levelling,Drama
76935,Ocean's 8,"Action, Comedy, Crime"
76937,"Tuo, Simon","Comedy, Drama, Romance"
76974,Millennium - Quello che non uccide,"Action, Crime, Drama"
76988,Billionaire Boys Club,"Biography, Drama, Thriller"
77081,Operation Finale,"Biography, Drama, History"
77082,Kickboxer: Retaliation,"Action, Drama"
77096,Goksung - La presenza del diavolo,"Horror, Mystery, Thriller"
77109,Hotel Transylvania 3: Summer Vacation,"Animation, Adventure, Comedy"
77115,Aquarius,Drama
77119,L'altro volto della speranza,"Comedy, Drama"
77135,Tom of Finland,"Biography, Drama"
77196,Paterson,"Comedy, Drama, Romance"
77201,Ritorno in Borgogna,"Comedy, Drama"
77241,Tesla,"Biography, Drama"
77270,Lo scandalo Kennedy,"Drama, History, Thriller"
77277,Journey to the West: Demon Chapter,"Adventure, Comedy, Family"
77339,Tutti i soldi del mondo,"Biography, Crime, Drama"
77363,Marcia per la libertÃ ,"Biography, Crime, Drama"
77367,In Like Flynn,"Action, Adventure"
77371,Happy End,Drama
77386,Auguri per la tua morte,"Horror, Mystery, Thriller"
77397,Your Name.,"Animation, Drama, Fantasy"
77412,Sgt. Stubby: An American Hero,"Animation, Adventure, Family"
77432,Wish Upon,"Drama, Fantasy, Horror"
77530,Quello che so di lei,Drama
77564,Hurricane - Allerta uragano,"Action, Adventure, Crime"
77571,I segreti di Wind River,"Crime, Drama, Mystery"
77614,Detroit,"Crime, Drama, History"
77660,La truffa dei Logan,"Comedy, Crime, Drama"
77666,Life: Non oltrepassare il limite,"Horror, Sci-Fi, Thriller"
77741,The Big Sick - Il matrimonio si puÃ² evitare... l'amore no,"Comedy, Drama, Romance"
77748,Deadpool 2,"Action, Adventure, Comedy"
77803,Hostiles: Ostili,"Drama, Western"
77862,Le ragazze di Wall Street,"Comedy, Crime, Drama"
77916,Lo schiaccianoci e i quattro regni,"Adventure, Family, Fantasy"
77948,Todos queremos a alguien,"Comedy, Romance"
77967,Omicidio al Cairo,"Crime, Drama, Mystery"
77970,Attacco alla veritÃ  - Shock and Awe,"Biography, Drama, History"
78020,L'inganno perfetto,"Crime, Drama, Mystery"
78067,Tonya,"Biography, Comedy, Drama"
78069,Il coraggio della veritÃ  - The Hate U Give,"Crime, Drama"
78070,La forma dell'acqua - The Shape of Water,"Adventure, Drama, Fantasy"
78106,L'inganno,"Drama, Thriller"
78151,Doctor Sleep,"Drama, Fantasy, Horror"
78162,Tully,"Comedy, Drama, Mystery"
78175,Mid90s,"Comedy, Drama"
78194,Life of the Party - Una mamma al college,Comedy
78276,Amiche di sangue,"Comedy, Crime, Drama"
78277,Un sogno chiamato Florida,Drama
78288,The Hero,"Drama, Romance, Western"
78298,Daddy's Home 2,Comedy
78321,Piccoli Brividi 2 - I fantasmi di Halloween,"Adventure, Comedy, Family"
78343,Traffik,"Action, Crime, Drama"
78384,Il mio Godard,"Biography, Comedy, Drama"
78394,Sorry to Bother You,"Comedy, Fantasy, Sci-Fi"
78402,Slender Man,"Horror, Mystery, Thriller"
78404,Ophelia,"Drama, History, Romance"
78406,Show Dogs - Entriamo in scena,"Adventure, Comedy, Family"
78409,Under the Silver Lake,"Crime, Drama, Mystery"
78426,Cats,"Comedy, Drama, Family"
78447,Train to Busan,"Action, Horror, Thriller"
78469,Cocote,Drama
78472,A-X-L - Un'amicizia extraordinaria,"Action, Adventure, Family"
78475,Le stelle non si spengono a Liverpool,"Biography, Drama, Romance"
78506,40 sono i nuovi 20,"Comedy, Drama, Romance"
78507,Un uomo tranquillo,"Action, Crime, Drama"
78511,Ã solo l'inizio,"Comedy, Crime"
78522,Insidious: L'ultima chiave,"Horror, Mystery, Thriller"
78523,Chiamami col tuo nome,"Drama, Romance"
78525,Diamanti grezzi,"Crime, Drama, Thriller"
78526,Borg McEnroe,"Biography, Drama, Sport"
78541,L'esorcismo di Hannah Grace,"Horror, Mystery, Thriller"
78602,Skyscraper,"Action, Adventure, Thriller"
78613,Song of Granite,"Biography, Drama"
78632,Underwater,"Action, Horror, Sci-Fi"
78643,Il filo nascosto,"Drama, Romance"
78686,Tutti pazzi a Tel Aviv,"Comedy, Drama, Romance"
78756,The Nun: La vocazione del male,"Horror, Mystery, Thriller"
78759,Spie sotto copertura,"Animation, Action, Adventure"
78766,1945,Drama
78772,Vittoria e Abdul,"Biography, Drama, History"
78792,Le regine del crimine,"Action, Crime, Drama"
78800,La ruota delle meraviglie,Drama
78819,Last Rampage: The Escape of Gary Tison,"Action, Crime, Drama"
78825,Hotel Artemis,"Action, Crime, Drama"
78858,The Woman Who Left,Drama
78869,Ralph spacca Internet,"Animation, Adventure, Comedy"
78887,Le grand mÃ©chant renard et autres contes...,"Animation, Adventure, Comedy"
78893,Tramonto,"Drama, Mystery"
78969,Pokémon Detective Pikachu,"Action, Adventure, Comedy"
78978,Escape Room,"Action, Adventure, Horror"
78981,Marrowbone,"Drama, Horror, Mystery"
79023,Estate 1993,"Drama, Family"
79152,Miss Bala - Sola contro tutti,"Action, Crime, Drama"
79217,Captive State,"Action, Adventure, Drama"
79284,La vita in un attimo,"Drama, Romance"
79324,End of Justice - Nessuno Ã¨ innocente,"Crime, Drama, Thriller"
79331,Diario di una schiappa: Portatemi a casa,"Comedy, Family"
79370,Kin,"Action, Adventure, Crime"
79441,Madame,"Comedy, Drama, Romance"
79498,Acrimony,"Drama, Romance, Thriller"
79555,Dang kou feng yun,"Action, History"
79589,Angry Birds 2 - Nemici amici per sempre,"Animation, Adventure, Comedy"
79633,Il Re Leone,"Animation, Adventure, Drama"
79643,E poi c'Ã¨ Katherine,"Comedy, Drama"
79648,Disobedience,"Drama, Romance"
79659,The Case for Christ,"Biography, Drama"
79718,La prima notte del giudizio,"Action, Horror, Sci-Fi"
79742,Aladdin,"Adventure, Family, Fantasy"
79764,John Wick 3 - Parabellum,"Action, Crime, Thriller"
79820,November,"Drama, Fantasy, Horror"
79876,Smallfoot: Il mio amico delle nevi,"Animation, Adventure, Comedy"
79895,Attacco al potere 3 - Angel Has Fallen,"Action, Thriller"
79946,Assassination Nation,"Action, Comedy, Crime"
80022,Boo 2! A Madea Halloween,"Comedy, Drama, Horror"
80042,L'albero del vicino,"Comedy, Drama, Mystery"
80148,Storia di un fantasma,"Drama, Fantasy, Romance"
80151,Vice - L'uomo nell'ombra,"Biography, Comedy, Drama"
80249,The Post,"Drama, Thriller"
80270,Thelma,"Drama, Fantasy, Horror"
80274,Resta con me,"Action, Adventure, Biography"
80305,Spider-Man: Far from Home,"Action, Adventure, Sci-Fi"
80311,Il piccolo yeti,"Animation, Adventure, Comedy"
80359,Creed II,"Drama, Sport"
80369,Mister Link,"Animation, Adventure, Comedy"
80397,Bad Moms 2 - Mamme molto piÃ¹ cattive,Comedy
80456,Bombshell - La voce dello scandalo,"Biography, Drama"
80468,Downton Abbey,"Drama, Romance"
80474,ArÃ¡bia,Drama
80521,Proud Mary,"Action, Crime, Drama"
80526,Il sole Ã¨ anche una stella,"Drama, Music, Romance"
80542,Wonder Park,"Animation, Adventure, Comedy"
80561,La vita straordinaria di David Copperfield,"Comedy, Drama"
80567,Blaze,"Biography, Drama, Music"
80580,Una canzone per mio padre,"Biography, Drama, Family"
80584,Terminator - Destino oscuro,"Action, Adventure, Sci-Fi"
80606,Geu-hu,"Drama, Romance"
80616,Xi you ji zhi nÃ¼ er guo,"Action, Adventure, Family"
80636,A un metro da te,"Drama, Romance"
80644,Serenity - L'isola dell'inganno,"Drama, Mystery, Thriller"
80688,Action Point,Comedy
80695,Upgrade,"Action, Sci-Fi, Thriller"
80714,Beach Bum - Una vita in fumo,Comedy
80715,Indivisible,"Drama, War"
80717,Una famiglia al tappeto,"Biography, Comedy, Drama"
80742,Jay and Silent Bob Reboot,Comedy
80750,The Quake - Il terremoto del secolo,"Action, Drama, Thriller"
80779,Ti presento Patrick,"Comedy, Family, Romance"
80781,Cold War,"Drama, History, Music"
80808,L'apparizione,Drama
80817,X-Men: Dark Phoenix,"Action, Adventure, Sci-Fi"
80839,Phoenix Forgotten,"Horror, Mystery, Sci-Fi"
80876,Mes provinciales,Drama
80940,7 sconosciuti a El Royale,"Crime, Drama, Mystery"
80950,Triple Threat,"Action, Thriller"
80951,A Quiet Place - Un posto tranquillo,"Drama, Horror, Sci-Fi"
80979,Il tuo ex non muore mai,"Action, Adventure, Comedy"
80994,Dolittle,"Adventure, Comedy, Family"
81083,L'intruso,"Drama, Horror, Mystery"
81146,Parasite,"Comedy, Drama, Thriller"
81160,Der Hauptmann,"Drama, History, Thriller"
81165,Dogman,"Crime, Drama, Thriller"
81178,Obbligo o veritÃ ,"Horror, Thriller"
81195,La scuola serale,Comedy
81209,Come ti divento bella!,"Comedy, Romance"
81227,Ore 15:17 - Attacco al treno,"Biography, Drama, Thriller"
81233,Don't Let Go,"Drama, Horror, Mystery"
81241,Fast & Furious - Hobbs & Shaw,"Action, Adventure, Thriller"
81250,Il ragazzo che diventerÃ  re,"Action, Adventure, Family"
81270,Arctic,"Adventure, Drama"
81278,Glass,"Drama, Sci-Fi, Thriller"
81336,Peppermint - L'angelo della vendetta,"Action, Drama, Thriller"
81354,Noi,"Horror, Mystery, Thriller"
81355,Book Club - Tutto puÃ² succedere,"Comedy, Drama, Romance"
81378,Ying,"Action, Adventure, Drama"
81477,Mamma Mia! Here We Go Again,"Comedy, Musical, Romance"
81502,Johnny English colpisce ancora,"Action, Adventure, Comedy"
81514,Midway,"Action, Adventure, Drama"
81568,"Little Italy - Pizza, amore e fantasia","Comedy, Romance"
81587,Green Book,"Biography, Comedy, Drama"
81648,Mandy,"Action, Fantasy, Horror"
81665,Boy Erased - Vite cancellate,"Biography, Drama"
81676,Eighth Grade - Terza media,"Comedy, Drama"
81705,Ogni giorno,"Drama, Fantasy, Romance"
81725,Un piccolo favore,"Comedy, Crime, Drama"
81736,L'insulto,"Crime, Drama, Thriller"
81751,A Madea Family Funeral,Comedy
81796,Atto di fede,"Biography, Drama"
81882,Se la strada potesse parlare,"Drama, Romance"
81897,C'era una volta a... Hollywood,"Comedy, Drama"
81898,Wolf Warrior 2,"Action, Adventure, Drama"
81908,The Rhythm Section,"Action, Drama, Mystery"
81917,Destroyer,"Action, Crime, Drama"
81918,Breaking in - La rivalsa di una madre,"Action, Crime, Drama"
81949,Unsane,"Drama, Horror, Mystery"
82057,Blood Fest,"Comedy, Horror"
82239,Joker,"Crime, Drama, Thriller"
82289,Notes on an Appearance,"Drama, Mystery, Thriller"
82344,47 Metri - Uncaged,"Adventure, Drama, Horror"
82352,Uncle Drew,"Comedy, Sport"
82364,BuÃ±uel - Nel labirinto delle tartarughe,"Animation, Biography, Drama"
82371,Unbroken - La via della redenzione,"Biography, Drama, History"
82382,Good Boys - Quei cattivi ragazzi,"Adventure, Comedy"
82391,BlacKkKlansman,"Biography, Crime, Drama"
82394,It - Capitolo due,"Drama, Fantasy, Horror"
82410,Wo bu shi yao shen,"Comedy, Drama"
82417,Dog Days,"Comedy, Drama, Romance"
82436,El Chicano,"Action, Crime, Drama"
82459,"Paolo, apostolo di Cristo","Adventure, Biography, Drama"
82466,La legge dei piÃ¹ forti,"Action, Crime, Drama"
82489,Instant Family,"Comedy, Drama"
82531,Teen Titans Go! Il film,"Animation, Action, Adventure"
82586,Anna,"Action, Thriller"
82693,Il richiamo della foresta,"Adventure, Drama, Family"
82703,The Turning - La casa del male,"Drama, Horror, Mystery"
82791,Ben Is Back,Drama
82796,Dora e la cittÃ  perduta,"Adventure, Comedy, Family"
82904,The Wandering Earth,"Action, Sci-Fi"
82931,Un viaggio a quattro zampe,"Adventure, Drama, Family"
82954,What Men Want,"Comedy, Fantasy, Romance"
83011,Searching,"Drama, Mystery, Thriller"
83043,Superfly,"Action, Crime, Thriller"
83078,Birds of Prey e la fantasmagorica rinascita di Harley Quinn,"Action, Adventure, Crime"
83113,Stuber - Autista d'assalto,"Action, Comedy, Crime"
83155,L'angelo del male - Brightburn,"Drama, Horror, Mystery"
83221,Hereditary: Le radici del male,"Drama, Horror, Mystery"
83245,FinchÃ© morte non ci separi,"Comedy, Horror, Mystery"
83247,The Photograph,"Drama, Romance"
83348,Le ereditiere,Drama
83413,Grass,Drama
83416,Zombie contro zombie,"Comedy, Horror"
83497,Ma,"Horror, Mystery, Thriller"
83498,Il corriere - The Mule,"Crime, Drama, Thriller"
83504,Dragon Ball Super: Broly,"Animation, Action, Adventure"
83528,Jumanji - The Next Level,"Action, Adventure, Comedy"
83722,Yesterday,"Comedy, Fantasy, Music"
83733,La piccola boss,"Comedy, Fantasy, Romance"
83755,Inganni online,"Comedy, Drama, Romance"
83814,3 from Hell,Horror
83836,Ancora auguri per la tua morte,"Comedy, Horror, Mystery"
83889,Un lungo viaggio nella notte,"Drama, Mystery"
83892,Correre per ricominciare,"Drama, Family, Sport"
83979,The Hunt,"Action, Horror, Thriller"
84005,Blinded by the Light - Travolto dalla musica,"Comedy, Drama, Music"
84007,Cafarnao - Caos e miracoli,Drama
84027,GenÃ¨se,Drama
84030,Gongjak,"Drama, Thriller"
84117,Annabelle 3,"Horror, Mystery, Thriller"
84136,Climax,"Drama, Horror, Music"
84148,Crawl - Intrappolati,"Action, Drama, Horror"
84157,The Gentlemen,"Action, Comedy, Crime"
84175,Qua la zampa 2 - Un amico Ã¨ per sempre,"Adventure, Comedy, Drama"
84296,The Tax Collector,"Action, Crime, Drama"
84441,1917,"Drama, War"
84497,Last Christmas,"Comedy, Drama, Romance"
84552,La bambola assassina,"Horror, Sci-Fi"
84587,City of Crime,"Action, Crime, Drama"
84627,Queen & Slim,"Crime, Drama, Romance"
84700,Midsommar - Il villaggio dei dannati,"Drama, Horror, Mystery"
84911,Cena con delitto - Knives Out,"Comedy, Crime, Drama"
85027,Unplanned,"Biography, Drama"
85115,Cold Blood - Senza pace,"Action, Thriller"
85117,Gretel e Hansel,"Fantasy, Horror, Mystery"
85175,Non si scherza col fuoco,"Comedy, Family"
85220,The Boy - La maledizione di Brahms,"Drama, Horror, Mystery"
85265,Impractical Jokers: The Movie,Comedy
85273,Emma.,"Comedy, Drama"
85396,Jexi,"Comedy, Romance"
85459,Weathering with You,"Animation, Drama, Family"
85739,Cosa mi lasci di te,"Biography, Drama, Music"
85854,Is Genesis History?,Documentary
43351,The Secret Life of Walter Mitty,"Comedy, Drama, Fantasy"
43614,A Walk Among the Tombstones,"Action, Crime, Drama"
44111,The Rum Diary,"Comedy, Drama"
44206,Gnomeo & Juliet,"Animation, Adventure, Comedy"
44487,The Three Stooges,"Comedy, Family"
44619,Motherless Brooklyn,"Crime, Drama, Mystery"
46658,The Giver,"Drama, Romance, Sci-Fi"
46723,Alita: Battle Angel,"Action, Adventure, Sci-Fi"
47159,Puss in Boots,"Animation, Adventure, Comedy"
47409,42,"Biography, Drama, Sport"
47448,Life of Pi,"Adventure, Drama, Fantasy"
47505,The Equalizer,"Action, Crime, Thriller"
47642,Captain America: The First Avenger,"Action, Adventure, Sci-Fi"
47647,A Long Way Down,"Comedy, Drama"
47651,Sin City: A Dame to Kill For,"Action, Crime, Thriller"
48221,Tower Heist,"Action, Comedy, Crime"
48264,The Smurfs,"Animation, Adventure, Comedy"
48272,The Mechanic,"Action, Thriller"
48382,"Hail, Caesar!","Comedy, Drama, Music"
48483,Extremely Loud & Incredibly Close,"Adventure, Drama, Mystery"
48641,Season of the Witch,"Action, Adventure, Fantasy"
48672,Hall Pass,"Comedy, Romance"
48704,The Croods,"Animation, Action, Adventure"
49100,Something Borrowed,"Comedy, Drama, Romance"
49105,Tulip Fever,"Drama, History, Romance"
49176,CHIPS,"Action, Comedy, Crime"
49360,Rings,"Drama, Horror, Mystery"
49528,A Thousand Words,"Comedy, Drama"
49550,Escape from Planet Earth,"Animation, Adventure, Comedy"
49591,What's Your Number?,"Comedy, Romance"
49601,Man of Steel,"Action, Adventure, Sci-Fi"
49759,The Last Full Measure,"Drama, War"
49790,The Boxtrolls,"Animation, Adventure, Comedy"
49797,The Man Who Knew Infinity,"Biography, Drama"
49812,The Incredible Burt Wonderstone,Comedy
49826,Jack Reacher,"Action, Thriller"
49827,R.I.P.D.,"Action, Adventure, Comedy"
49988,Warcraft,"Action, Adventure, Fantasy"
50162,Jack and Jill,Comedy
50277,The Book Thief,"Drama, War"
50776,Epic,"Animation, Adventure, Family"
50920,Mr. Peabody & Sherman,"Animation, Adventure, Comedy"
51126,Snitch,"Action, Drama, Thriller"
51140,Legends of Oz: Dorothy's Return,"Animation, Adventure, Family"
51141,The Wedding Ringer,Comedy
51350,The Hobbit: An Unexpected Journey,"Adventure, Fantasy"
51366,The Thing,"Horror, Mystery, Sci-Fi"
51644,Silent Hill: Revelation,"Fantasy, Horror"
51888,Hugo,"Drama, Family, Fantasy"
52034,The Adventures of Tintin,"Animation, Action, Adventure"
52318,Unhinged,"Action, Thriller"
52436,Child 44,"Crime, Drama, History"
52498,Our Brand Is Crisis,"Comedy, Drama"
52531,Selma,"Biography, Drama, History"
52786,The Descendants,"Comedy, Drama"
52970,The Legend of Hercules,"Action, Adventure, Fantasy"
53012,Silver Linings Playbook,"Comedy, Drama, Romance"
53122,Goosebumps,"Adventure, Comedy, Family"
53124,The Invisible Man,"Horror, Mystery, Sci-Fi"
53147,The Big Year,Comedy
53369,Water for Elephants,"Drama, Romance"
53453,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller"
53462,Winchester,"Biography, Drama, Fantasy"
53634,The Belko Experiment,"Horror, Thriller"
53644,Eddie the Eagle,"Biography, Comedy, Drama"
53699,Blended,"Comedy, Romance"
53849,The Darkest Hour,"Action, Adventure, Horror"
53958,Foxcatcher,"Biography, Drama, Sport"
54224,Seventh Son,"Action, Adventure, Fantasy"
54254,The Ides of March,"Drama, Thriller"
54393,Lay the Favorite,"Comedy, Drama, Romance"
54417,Green Lantern,"Action, Adventure, Sci-Fi"
54473,A Tale of Love and Darkness,"Biography, Drama, History"
54485,Death Wish,"Action, Crime, Drama"
54837,The Rite,"Drama, Horror, Mystery"
54904,Baggage Claim,"Comedy, Romance"
54914,Demolition,"Action, Comedy, Drama"
55031,A Walk in the Woods,"Adventure, Biography, Comedy"
55076,Wuthering Heights,"Drama, Romance"
55192,La piel que habito,"Drama, Horror, Thriller"
55288,The Five-Year Engagement,"Comedy, Romance"
55353,Harry Potter and the Deathly Hallows: Part 2,"Adventure, Drama, Fantasy"
55378,The Muppets,"Adventure, Comedy, Family"
55394,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller"
55415,Out of the Furnace,"Action, Crime, Drama"
55451,Moneyball,"Biography, Drama, Sport"
55467,Escape Plan,"Action, Thriller"
55479,The Lost City of Z,"Biography, Drama, History"
55493,First Man,"Biography, Drama, History"
55498,The World's End,"Comedy, Sci-Fi"
55516,Seeking Justice,"Action, Crime, Drama"
55537,Brave,"Animation, Adventure, Comedy"
55546,Battle Los Angeles,"Action, Sci-Fi"
55613,Zookeeper,"Comedy, Family, Fantasy"
55700,Mission: Impossible - Ghost Protocol,"Action, Adventure, Thriller"
55701,Anchorman 2: The Legend Continues,Comedy
55714,Same Kind of Different as Me,"Biography, Drama"
55752,That's My Boy,Comedy
55818,Red Dawn,"Action, Drama"
55852,Medianeras,"Comedy, Drama"
55912,Your Highness,"Adventure, Comedy, Fantasy"
55929,We Need to Talk About Kevin,"Drama, Mystery, Thriller"
55966,Aloha,"Comedy, Drama, Romance"
55985,This Is the End,Comedy
56019,Serena,"Drama, History, Romance"
56076,300: Rise of an Empire,"Action, Drama"
56087,Holmes & Watson,"Comedy, Crime, Mystery"
56112,The Man with the Iron Fists,Action
56119,The Cabin in the Woods,Horror
56120,Den of Thieves,"Action, Crime, Drama"
56214,The Roommate,"Drama, Mystery, Thriller"
56234,Hercules,"Action, Adventure, Fantasy"
56250,A Very Harold & Kumar 3D Christmas,"Adventure, Comedy"
56283,X: First Class,"Action, Adventure, Sci-Fi"
56299,2 Guns,"Action, Comedy, Thriller"
56352,Madagascar 3: Europe's Most Wanted,"Animation, Adventure, Comedy"
56433,Bad Teacher,"Comedy, Romance"
56509,Evil Dead,"Fantasy, Horror, Thriller"
56552,Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy"
56567,How to Be Single,"Comedy, Drama, Romance"
56582,xXx: Return of Xander Cage,"Action, Adventure, Thriller"
56654,The Hustle,"Comedy, Crime"
56656,The Watch,"Comedy, Sci-Fi"
56657,Pirates of the Caribbean: On Stranger Tides,"Action, Adventure, Fantasy"
56671,Iron Man Three,"Action, Adventure, Sci-Fi"
56715,Mars Needs Moms,"Animation, Action, Adventure"
56741,50/50,"Comedy, Drama, Romance"
56750,Seeking a Friend for the End of the World,"Adventure, Comedy, Drama"
