,title,genre
60119,Final Destination 5,"Horror, Thriller"
60121,Il grande e potente Oz,"Adventure, Family, Fantasy"
60123,ParaNorman,"Animation, Adventure, Comedy"
60142,Young Adult,"Comedy, Drama"
60160,Touchback,"Drama, Family, Fantasy"
60163,Independence Day - Rigenerazione,"Action, Adventure, Sci-Fi"
60186,Chasing Mavericks - Sulla cresta dell'onda,"Biography, Drama, Sport"
60191,Courageous - In lotta per capire,"Drama, Fantasy"
60210,Edge of Tomorrow - Senza domani,"Action, Adventure, Sci-Fi"
60213,Amici di letto,"Comedy, Romance"
60219,Shark Night - Il lago del terrore,"Horror, Thriller"
60225,Bloodshot,"Action, Drama, Sci-Fi"
60226,Intruders,"Fantasy, Horror, Thriller"
60227,Johnny English - La rinascita,"Action, Adventure, Comedy"
60228,Violet & Daisy,"Action, Comedy, Crime"
60246,Project X - Una festa che spacca,Comedy
60256,In Time,"Action, Sci-Fi, Thriller"
60258,Quell'idiota di nostro fratello,"Comedy, Drama"
60261,Ted,Comedy
60270,Operazione U.N.C.L.E.,"Action, Adventure, Comedy"
60294,Hobo with a Shotgun,"Action, Comedy, Horror"
60296,Amore e altri guai,"Comedy, Drama"
60298,Rampart,"Crime, Drama"
60305,The Prophet,"Animation, Drama"
60313,Terraferma,Drama
60343,Il dittatore,Comedy
60368,Dragon Trainer 2,"Animation, Action, Adventure"
60372,The Double,"Action, Drama, Thriller"
60376,La furia dei titani,"Action, Adventure, Fantasy"
60382,Million Dollar Arm,"Biography, Drama, Sport"
60392,Colpi da maestro,"Action, Comedy, Sport"
60395,La torre nera,"Action, Adventure, Fantasy"
60408,The Impossible,"Drama, History, Thriller"
60411,[REC] 4,"Action, Adventure, Fantasy"
60412,[Rec]Â³ - La genesi,"Action, Adventure, Comedy"
60414,"Peace, Love & Misunderstanding","Comedy, Drama, Music"
60418,Diario di una schiappa 2,"Comedy, Family"
60424,Super 8,"Action, Adventure, Sci-Fi"
60428,"FÃ¥ meg pÃ¥, for faen","Comedy, Romance"
60439,Kick-Ass 2,"Action, Comedy, Crime"
60477,ThÃ©rÃ¨se Desqueyroux,Drama
60480,Marilyn,"Biography, Drama"
60483,Adaline - L'eterna giovinezza,"Drama, Fantasy, Romance"
60484,The Artist,"Comedy, Drama, Romance"
60497,Stolen,"Action, Crime, Thriller"
60498,Safe,"Action, Crime, Thriller"
60499,Special forces - Liberate l'ostaggio,"Action, Drama, War"
60504,Una sposa in affitto,"Comedy, Drama, Romance"
60507,Colombiana,"Action, Drama, Thriller"
60508,Non lasciarmi sola,Drama
60513,"Freeheld: Amore, giustizia, uguaglianza","Biography, Drama, Romance"
60519,Noi siamo infinito,"Drama, Romance"
60522,Universal Soldier - Il giorno del giudizio,"Action, Horror, Mystery"
60528,L'Apollonide (Souvenirs de la maison close),Drama
60532,Cenerentola,"Drama, Family, Fantasy"
60533,L'ora piÃ¹ bella,"Comedy, Drama, Romance"
60535,Il grande match,"Comedy, Drama, Sport"
60541,Nothing Left to Fear,Horror
60549,Fun Size,"Adventure, Comedy"
60553,Revenant - Redivivo,"Action, Adventure, Drama"
60554,Life of Crime: Scambio a sorpresa,"Comedy, Crime"
60557,Pollo alle prugne,"Comedy, Drama"
60560,Crazy Eyes,Comedy
60566,Pacific Rim,"Action, Adventure, Sci-Fi"
60596,All Eyez on Me,"Biography, Drama, Music"
60610,L'A.S.S.O. nella manica,"Comedy, Romance"
60623,Legami di sangue,"Crime, Drama, Thriller"
60627,Biancaneve,"Adventure, Comedy, Drama"
60628,The Painted Bird,"Drama, War"
60638,L'era glaciale 4 - Continenti alla deriva,"Animation, Adventure, Comedy"
60666,Now You See Me - I maghi del crimine,"Crime, Mystery, Thriller"
60701,You Instead,"Comedy, Drama, Music"
60706,The Twilight Saga: Breaking Dawn - Parte 2,"Adventure, Drama, Fantasy"
60708,The Sapphires,"Biography, Comedy, Drama"
60728,Entourage,Comedy
60734,Trespass,"Crime, Drama, Thriller"
60737,Take Shelter,"Drama, Horror, Thriller"
60741,Quasi amici - Intouchables,"Biography, Comedy, Drama"
60754,Ready Player One,"Action, Adventure, Sci-Fi"
60760,Soldiers of Fortune,"Action, Thriller"
60769,Trolls,"Animation, Adventure, Comedy"
60788,Snowtown,"Biography, Crime, Drama"
60799,Atmen,Drama
60807,Stoker,"Drama, Mystery, Thriller"
60828,Notte Bianca,"Action, Crime, Thriller"
60832,Welcome to the Punch - Nemici di sangue,"Action, Crime, Thriller"
60841,Wish You Were Here,"Drama, Mystery"
60845,Creature,Horror
60861,Long men fei jia,"Action, Adventure"
60862,Vampire Academy,"Action, Comedy, Drama"
60876,1921 - Il mistero di Rookford,"Horror, Thriller"
60887,Dark Horse,"Comedy, Drama"
60894,Cattivissimo me 2,"Animation, Adventure, Comedy"
60908,Prima di domani,"Drama, Fantasy, Mystery"
60909,Planes,"Animation, Adventure, Comedy"
60923,Carnage,"Comedy, Drama"
60937,Parto con mamma,"Comedy, Drama"
60971,Una fantastica e incredibile giornata da dimenticare,"Comedy, Family"
60981,Seven Days in Utopia,"Drama, Sport"
60996,Il giovane Karl Marx,"Biography, Drama, History"
61000,Peeples,"Comedy, Romance"
61011,Sausage Party - Vita segreta di una salsiccia,"Animation, Adventure, Comedy"
61027,Casa de mi Padre,"Comedy, Western"
61028,Eisenstein in Messico,"Biography, Comedy, Drama"
61029,Vicino a te non ho paura,"Drama, Romance, Thriller"
61057,Bernie,"Biography, Comedy, Crime"
61077,Chronicle,"Drama, Sci-Fi, Thriller"
61080,Snowpiercer,"Action, Drama, Sci-Fi"
61084,Ritorno alla vita,Drama
61086,Les MisÃ©rables,"Drama, History, Musical"
61088,Lovely Molly,"Drama, Horror"
61104,The Last Days on Mars,"Adventure, Horror, Sci-Fi"
61108,Edwin Boyd,"Crime, Drama"
61112,Joyful Noise - Armonie del cuore,"Comedy, Drama, Music"
61127,Un compleanno da leoni,Comedy
61136,La festa prima delle feste,Comedy
61141,Alex Cross - La memoria del killer,"Action, Crime, Mystery"
61146,Codice 999,"Action, Crime, Thriller"
61161,Piranha 3DD,"Comedy, Horror"
61163,The Spectacular Now,"Comedy, Drama, Romance"
61165,Nella terra del sangue e del miele,"Drama, Romance, War"
61166,Weekend,"Drama, Romance"
61180,Solo gli amanti sopravvivono,"Comedy, Drama, Fantasy"
61186,Anna,"Drama, Mystery, Sci-Fi"
61206,Finalmente maggiorenni,Comedy
61207,Una famiglia all'improvviso,"Comedy, Drama"
61237,Another Happy Day,"Comedy, Drama"
61261,Friends with Kids,"Comedy, Drama, Romance"
61290,Come ti spaccio la famiglia,"Comedy, Crime"
61301,Shame,Drama
61320,CosÃ¬ Ã¨ la vita,Comedy
61321,Before I Go to Sleep,"Drama, Horror, Mystery"
61324,Killer Joe,"Crime, Drama, Thriller"
61327,La proie,"Action, Crime, Drama"
61329,Infanzia clandestina,Drama
61341,C'era una volta un'estate,"Comedy, Drama"
61351,Manuale scout per l'apocalisse zombie,"Action, Comedy, Horror"
61357,Bohemian Rhapsody,"Biography, Drama, Music"
61385,Bodyguard,"Action, Comedy, Drama"
61406,La signora dello zoo di Varsavia,"Biography, Drama, History"
61407,Ender's Game,"Action, Adventure, Fantasy"
61410,Le streghe di Salem,"Horror, Thriller"
61411,Barely Lethal - 16 anni e spia,"Action, Comedy"
61468,Biancaneve e il cacciatore,"Action, Adventure, Drama"
61524,I truffatori,"Action, Comedy, Crime"
61526,Il segreto dei suoi occhi,"Crime, Drama, Mystery"
61536,Jersey Boys,"Biography, Drama, Music"
61541,Sabotage,"Action, Crime, Drama"
61543,Your Sister's Sister,"Comedy, Drama, Romance"
61544,Ma come fa a far tutto?,"Comedy, Romance"
61578,Blood Ties - La legge del sangue,"Action, Crime, Drama"
61585,Moonrise Kingdom - Una fuga d'amore,"Comedy, Drama, Romance"
61589,Red Lights,"Drama, Fantasy, Horror"
61594,The Collection,"Action, Adventure, Crime"
61597,Qua la zampa!,"Adventure, Comedy, Drama"
61675,Il piccolo principe,"Animation, Adventure, Drama"
61724,Blue Like Jazz,"Comedy, Drama"
61725,Diana - La storia segreta di Lady D,"Biography, Drama, Romance"
61728,Like Crazy,"Drama, Romance"
61731,The Do List - L'estate prima del college,"Comedy, Romance"
61732,L'uomo di neve,"Crime, Drama, Mystery"
61733,Questi sono i 40,"Comedy, Romance"
61740,Persecuted,"Action, Drama, Mystery"
61746,A spasso con i dinosauri,"Animation, Adventure, Family"
61749,No One Lives,"Horror, Thriller"
61753,The First Time,"Comedy, Drama, Romance"
61758,La frode,"Drama, Thriller"
61760,Cogan - Killing Them Softly,"Crime, Drama, Thriller"
61776,I mercenari 2,"Action, Adventure, Thriller"
61790,Silent House,"Drama, Horror, Mystery"
61797,Xin hai ge ming,"Action, Adventure, Drama"
61798,Apollo 18,"Horror, Mystery, Sci-Fi"
61805,La canzone della vita - Danny Collins,"Biography, Comedy, Drama"
61809,Ralph Spaccatutto,"Animation, Adventure, Comedy"
61815,E ora dove andiamo?,"Comedy, Drama"
61875,50 a 1,Drama
61880,Paranormal Activity 3,"Horror, Mystery, Thriller"
61885,L'ultima ricchezza,"Drama, Romance"
61890,Aftershock,"Action, Adventure, Horror"
61892,Il Clown,"Drama, Fantasy, Horror"
61899,Anna Karenina,"Drama, Romance"
61905,Hands of Stone,"Biography, Drama, Sport"
61912,No Escape - Colpo di stato,"Action, Thriller"
61965,The Vault - Nessuno Ã¨ al sicuro,"Crime, Horror, Mystery"
61976,CBGB,"Crime, Drama, Music"
61990,Talaash,"Crime, Drama, Mystery"
61992,Kill List,"Action, Crime, Horror"
61999,Pirati dei Caraibi - La vendetta di Salazar,"Action, Adventure, Fantasy"
62002,Maze Runner - Il labirinto,"Action, Mystery, Sci-Fi"
62004,Zero Dark Thirty,"Drama, History, Thriller"
62005,Candidato a sorpresa,Comedy
62007,Vizio di forma,"Comedy, Crime, Drama"
62012,Giovani si diventa,"Comedy, Drama, Mystery"
62036,Sal,"Biography, Drama"
62053,Savannah,"Drama, Family, History"
62061,La collina dei papaveri,"Animation, Drama, Family"
62065,Ti lascio la mia canzone,"Comedy, Drama, Music"
62067,This Is Martin Bonner,Drama
62068,Babbo bastardo 2,"Comedy, Crime, Drama"
62071,Southpaw - L'ultima sfida,"Action, Drama, Sport"
62072,Lei,"Drama, Romance, Sci-Fi"
62081,American Hustle - L'apparenza inganna,"Crime, Drama"
62082,Quel momento imbarazzante,"Comedy, Romance"
62083,Gold - La grande truffa,"Crime, Drama"
62095,Step Up 4 Revolution 3D,"Drama, Music, Romance"
62105,Gotti - Il primo padrino,"Biography, Crime, Drama"
62134,As I Lay Dying,Drama
62171,Unbroken,"Biography, Drama, Sport"
62181,Little Boy,"Drama, History, War"
62201,Admission - Matricole dentro o fuori,"Comedy, Drama, Romance"
62222,Gerontophilia,"Comedy, Romance"
62230,Les bien-aimÃ©s,"Drama, Musical, Romance"
62235,After Earth,"Action, Adventure, Sci-Fi"
62239,Ernest & CÃ©lestine,"Animation, Adventure, Comedy"
62252,Come un tuono,"Crime, Drama, Thriller"
62255,Girl in Progress,"Comedy, Drama"
62266,Rebelle,"Drama, War"
62292,Nebraska,"Adventure, Comedy, Drama"
62293,Bullhead - La vincente ascesa di Jacky,"Crime, Drama"
62298,The Congress,"Animation, Drama, Sci-Fi"
62300,Nut Job - Operazione noccioline,"Animation, Adventure, Comedy"
62303,RED 2,"Action, Adventure, Comedy"
62326,Annie - La felicitÃ  Ã¨ contagiosa,"Comedy, Drama, Family"
62327,Humandroid,"Action, Crime, Drama"
62334,Black Panther,"Action, Adventure, Sci-Fi"
62342,3 Geezers!,Comedy
62353,About Last Night,"Comedy, Romance"
62364,MenÃº degustaciÃ³,Comedy
62386,Make Your Move,"Drama, Musical, Romance"
62391,La delicatezza,"Comedy, Drama, Romance"
62392,Passion,"Drama, Mystery, Thriller"
62420,Una separazione,Drama
62485,Il quinto potere,"Biography, Crime, Drama"
62486,Storia d'inverno,"Drama, Fantasy, Mystery"
62491,La veritÃ  su Emanuel,"Drama, Thriller"
62506,Ruby Sparks,"Comedy, Drama, Fantasy"
62511,The Face of Love,"Drama, Mystery, Romance"
62514,Divergent,"Action, Adventure, Mystery"
62517,The Words,"Drama, Mystery, Romance"
62550,Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi"
62557,Intrigo a Damasco,"Action, Drama, Mystery"
62576,Price Check,"Comedy, Drama"
62585,Hunter Killer - Caccia negli abissi,"Action, Thriller"
62604,I Soldati dell'Imperatore,"Action, Drama"
62605,Tomboy,Drama
62606,The German Doctor (Wakolda),"Drama, History, Thriller"
62630,The Loft,"Mystery, Romance, Thriller"
62633,Le sorelle perfette,Comedy
62649,Dracula 3D,"Drama, Horror, Romance"
62660,Django Unchained,"Drama, Western"
62661,You're Next,"Horror, Mystery, Thriller"
62662,Love Is All You Need,"Comedy, Drama, Romance"
62670,Percy Jackson e gli dei dell'Olimpo - Il mare dei mostri,"Adventure, Family, Fantasy"
62677,End of Watch - Tolleranza zero,"Action, Crime, Drama"
62683,Resident Evil: Retribution,"Action, Horror, Sci-Fi"
62685,Tim and Eric's Billion Dollar Movie,Comedy
62694,Blade Runner 2049,"Action, Drama, Mystery"
62703,Bai she chuan shuo,"Action, Fantasy, Romance"
62705,Last Passenger,"Action, Mystery, Thriller"
62725,To Rome with Love,"Comedy, Music, Romance"
62728,Nonno scatenato,Comedy
62734,Turbo,"Animation, Adventure, Comedy"
62735,Deepwater: Inferno sull'oceano,"Action, Drama, History"
62749,Safety Not Guaranteed,"Comedy, Drama, Romance"
62783,La canzone del mare,"Animation, Adventure, Drama"
62790,The Sessions - Gli incontri,"Biography, Comedy, Drama"
62799,Fury,"Action, Crime, Drama"
62812,Filly Brown,"Drama, Music"
62820,The East,"Adventure, Drama, Thriller"
62842,The Amazing Spider-Man 2 - Il potere di Electro,"Action, Adventure, Sci-Fi"
62843,The Judge,"Crime, Drama"
62845,Liberal Arts,"Comedy, Drama, Romance"
62855,Musical Chairs,"Drama, Romance"
62864,Hello Herman,Drama
62866,La notte di fronte,"Comedy, Drama, Fantasy"
62869,Sparkle - La luce del successo,"Drama, Music"
62880,X-Men - Giorni di un futuro passato,"Action, Adventure, Sci-Fi"
62883,The Darkness,"Horror, Thriller"
62885,17 anni (e come uscirne vivi),"Comedy, Drama"
62931,Best Man Down,"Comedy, Drama"
62996,Redemption - IdentitÃ  nascoste,"Action, Drama"
63000,Come vivo ora,"Romance, Sci-Fi, Thriller"
63010,Il caso Spotlight,"Biography, Crime, Drama"
63029,The Raid - Redenzione,"Action, Thriller"
63048,Parker,"Action, Crime, Thriller"
63053,Fast & Furious 6,"Action, Adventure, Thriller"
63073,Flight,"Drama, Thriller"
63093,The Call,"Crime, Drama, Horror"
63094,I pinguini di Madagascar,"Animation, Adventure, Comedy"
63106,Magic Mike,"Comedy, Drama"
63114,California Solo,Drama
63133,The Wedding Party,"Comedy, Romance"
63150,Pompei,"Action, Adventure, Drama"
63166,Phantom,"Drama, History, Thriller"
63173,Sinister,"Horror, Mystery, Thriller"
63182,La migliore offerta,"Crime, Drama, Mystery"
63183,In trance,"Crime, Drama, Mystery"
63184,Bastardi in divisa,"Action, Comedy, Crime"
63220,Il paradiso per davvero,"Biography, Drama, Family"
63240,Big Wedding,"Comedy, Drama, Romance"
63241,Volano coltelli,Drama
63243,7 psicopatici,"Comedy, Crime"
63253,Quel che sapeva Maisie,Drama
63265,Yossi,"Drama, Romance"
63275,Amore inaspettato,"Drama, Romance"
63280,Mud,Drama
63286,Cupcakes,"Comedy, Music"
63289,Miss Peregrine - La casa dei ragazzi speciali,"Adventure, Drama, Family"
63295,Botte di fortuna,"Comedy, Fantasy, Thriller"
63318,Lo sguardo di Satana - Carrie,"Drama, Horror"
63355,About Cherry,Drama
63358,In Our Nature,Drama
63371,Pupazzi alla riscossa,"Animation, Adventure, Comedy"
63391,Le Mans '66 - La grande sfida,"Action, Biography, Drama"
63402,C'era una volta a New York,"Drama, Romance"
63405,Una notte da leoni 3,"Comedy, Crime, Romance"
63406,Hunger Games: La ragazza di fuoco,"Action, Adventure, Mystery"
63407,Hunger Games: Il canto della rivolta - Parte I,"Action, Adventure, Sci-Fi"
63408,Hunger Games: Il canto della rivolta - Parte 2,"Action, Adventure, Sci-Fi"
63412,Borgman,"Drama, Horror, Mystery"
63415,Crooked Arrows,"Drama, Sport"
63427,Oh Boy: Un caffÃ¨ a Berlino,"Comedy, Drama"
63441,Sex Tape - Finiti in rete,"Comedy, Romance"
63460,Noah,"Action, Adventure, Drama"
63462,Come ti ammazzo il bodyguard,"Action, Comedy, Crime"
63463,American Assassin,"Action, Thriller"
63472,"Now, Forager",Drama
63477,Tomorrowland - Il mondo di domani,"Action, Adventure, Family"
63500,2 gran figli di...,"Comedy, Drama"
63505,Stalingrad,"Action, Drama, War"
63509,Un giorno come tanti,"Drama, Romance, Thriller"
63511,The Comedian,"Comedy, Drama, Romance"
63516,Teneramente folle,"Comedy, Drama, Romance"
63525,Compliance,"Crime, Drama, Thriller"
63533,La spia - A Most Wanted Man,"Crime, Drama, Thriller"
63534,King Arthur: Il potere della spada,"Action, Adventure, Drama"
63539,The Best of Me - Il meglio di me,"Drama, Romance"
63551,The Neon Demon,"Horror, Thriller"
63552,L'eccezione alla regola,"Comedy, Drama, Romance"
63559,I due volti di gennaio,"Romance, Thriller"
63561,Victor: La storia segreta del dottor Frankenstein,"Drama, Horror, Sci-Fi"
63598,Rush,"Action, Biography, Drama"
63599,Toy Story 4,"Animation, Adventure, Comedy"
63601,Il viaggio di Arlo,"Animation, Adventure, Comedy"
63607,Pain & Gain - Muscoli e denaro,"Action, Comedy, Crime"
63612,Tutto puÃ² cambiare,"Comedy, Drama, Music"
63614,Los condenados,"Drama, Mystery"
63621,Lo straordinario viaggio di T.S. Spivet,"Action, Adventure, Comedy"
63622,Thor: The Dark World,"Action, Adventure, Fantasy"
63623,Geostorm,"Action, Sci-Fi, Thriller"
63629,Voices,"Comedy, Music, Romance"
63642,Atlas Shrugged II: The Strike,"Drama, Mystery, Sci-Fi"
63643,Alla ricerca di Jane,"Comedy, Romance"
63651,Angry Birds - Il film,"Animation, Action, Adventure"
63652,Piovono polpette 2 - La rivincita degli avanzi,"Animation, Adventure, Comedy"
63676,Sempre amici,"Comedy, Drama"
63700,Brake - Fino all'ultimo respiro,Thriller
63704,Robot & Frank,"Comedy, Crime, Drama"
63729,Battlefield America,"Drama, Musical"
63730,Fat Kid Rules the World,"Comedy, Drama"
63732,It's a Disaster,"Comedy, Drama"
63740,Le squillo della porta accanto,Comedy
63741,Lore,"Drama, Romance, War"
63763,Hell Fest,"Horror, Thriller"
63771,Machete Kills,"Action, Crime, Thriller"
63782,Cattivi vicini,Comedy
63784,Trafficanti,"Biography, Comedy, Crime"
63801,The 33,"Biography, Drama, History"
63817,Sai de ke Â· ba lai: Tai yang qi,"Action, Drama, History"
63819,A Simple Life,Drama
63836,Ossessione omicida,"Action, Crime, Drama"
63856,Si alza il vento,"Animation, Biography, Drama"
63873,Guardiani della Galassia,"Action, Adventure, Comedy"
63884,Man of Tai Chi,"Action, Drama"
63887,I Puffi 2,"Animation, Adventure, Comedy"
63888,All Is Lost - Tutto Ã¨ perduto,"Action, Adventure, Drama"
63897,Camille Claudel 1915,"Biography, Drama"
63906,Diario di una schiappa: Vita da cani,"Comedy, Family"
63910,La madre,"Horror, Thriller"
63913,Killer in viaggio,"Adventure, Comedy, Crime"
63917,Io sono tu,"Comedy, Crime, Drama"
63918,Non-Stop,"Action, Mystery, Thriller"
63923,12 anni schiavo,"Biography, Drama, History"
63929,L'ultima tempesta,"Action, Drama, History"
63933,Mood Indigo - La schiuma dei giorni,"Comedy, Drama, Fantasy"
63955,Dimmi quando,"Comedy, Drama, Romance"
63958,The Last Exorcism - Liberaci dal male,"Horror, Thriller"
63964,The great wall,"Action, Adventure, Fantasy"
63976,Flatliners: Linea mortale,"Drama, Horror, Mystery"
63980,The Gambler,"Crime, Drama, Thriller"
64007,A proposito di Davis,"Comedy, Drama, Music"
64047,Old Fashioned,"Drama, Romance"
64059,Unfreedom,"Crime, Drama, Romance"
64082,Un sapore di ruggine e ossa,"Drama, Romance"
64083,Effetti collaterali,"Crime, Drama, Mystery"
64108,Il diritto di uccidere,"Action, Drama, Thriller"
64115,Le due vie del destino,"Biography, Drama, Romance"
64118,Point Break,"Action, Adventure, Crime"
64121,13 peccati,"Horror, Thriller"
64153,The Road,"Crime, Drama, Horror"
64163,Smashed,Drama
64185,Rocketman,"Biography, Drama, Music"
64213,Tutti pazzi per Rose,"Comedy, Romance, Sport"
64224,Wi-heom-han gyan-gye,"Drama, Mystery, Romance"
64248,Sleepless - Il giustiziere,"Action, Crime, Thriller"
64296,Ip Man 4,"Action, Biography, Drama"
64315,Sleepwalk with Me,Comedy
64337,Steve Jobs,"Biography, Drama"
64376,Java Heat,"Action, Crime, Drama"
64382,The Best Man Holiday,"Comedy, Drama"
64384,Di nuovo in gioco,"Drama, Sport"
64396,The Imitation Game,"Biography, Drama, Thriller"
64398,Upstream Color,"Drama, Sci-Fi"
64421,Big Game - Caccia al presidente,"Action, Adventure"
64444,A Green Story,Biography
64451,Capitan Mutanda,"Animation, Action, Comedy"
64465,Promised Land,Drama
64470,Mr. Right,"Action, Comedy, Romance"
64497,Assassin's Creed,"Action, Adventure, Sci-Fi"
64505,Mother of George,Drama
64522,Scemo & + scemo 2,Comedy
64523,Inside Out,"Animation, Adventure, Comedy"
64525,McFarland,"Biography, Drama, Sport"
64526,Hit and Run,"Action, Comedy"
64552,Dead Man Down - Il sapore della vendetta,"Action, Crime, Drama"
64557,Spring Breakers - Una vacanza da sballo,"Crime, Drama"
64577,Maniac,"Horror, Thriller"
64578,Tammy,"Comedy, Romance"
64580,Two Mothers,"Drama, Romance"
64581,Apes Revolution - Il pianeta delle scimmie,"Action, Adventure, Drama"
64598,Into the Storm,"Action, Adventure, Drama"
64604,Il sospetto,Drama
64620,The Bullet Vanishes,"Action, Adventure, Drama"
64641,Paranormal Activity 4,"Horror, Mystery, Thriller"
64643,Transformers 4 - L'era dell'estinzione,"Action, Adventure, Sci-Fi"
64674,Il centenario che saltÃ² dalla finestra e scomparve,"Adventure, Comedy"
64683,Yi jiu si er,Drama
64716,La battaglia di Hacksaw Ridge,"Biography, Drama, History"
64717,Il mistero della casa del tempo,"Comedy, Family, Fantasy"
64721,Pixels,"Action, Comedy, Fantasy"
64769,Re della terra selvaggia,"Adventure, Drama, Fantasy"
64780,Autobahn - Fuori controllo,"Action, Crime, Thriller"
64784,San Andreas,"Action, Adventure, Drama"
64785,Ricomincio da me,"Comedy, Drama, Romance"
64812,In fuga con il nemico,"Adventure, Drama, Thriller"
64813,Bling Ring,"Biography, Crime, Drama"
64817,Life's a Breeze,"Comedy, Drama"
64823,Born to Be Blue,"Biography, Drama, Music"
64855,"Non succede, ma se succede...","Comedy, Romance"
64859,Jane Got a Gun,"Action, Drama, Western"
64865,Saving Mr. Banks,"Biography, Comedy, Drama"
64866,Self/less,"Action, Mystery, Sci-Fi"
64872,The Accountant,"Action, Crime, Drama"
64874,Edison - L'uomo che illuminÃ² il mondo,"Biography, Drama, History"
64879,God Help the Girl,"Drama, Music, Romance"
64919,Black November,"Action, Crime, Drama"
64992,Drug War,"Action, Crime, Drama"
65004,Getaway - Via di fuga,"Action, Crime, Thriller"
65020,Bad Words,"Comedy, Drama"
65025,Come ammazzare il capo 2,"Comedy, Crime"
65028,St. Vincent,"Comedy, Drama"
65050,Maps to the Stars,"Comedy, Drama"
65051,3 Days to Kill,"Action, Drama, Thriller"
65052,Metallica Through the Never,Music
65087,Monuments Men,"Comedy, Drama, History"
65089,The Rocket,Drama
65104,American Sniper,"Action, Biography, Drama"
65120,Into the Woods,"Adventure, Comedy, Drama"
65166,Song One,"Drama, Music"
65167,Earth to Echo,"Adventure, Family, Sci-Fi"
65178,L'estate all'improvviso,"Biography, Drama, Romance"
65181,La notte del giudizio,"Horror, Thriller"
65215,Il caso Kerenes,Drama
65248,Il suono intorno,"Drama, Thriller"
65264,Un weekend da bamboccioni 2,Comedy
65271,The Dark Horse,"Biography, Drama"
65285,The Counselor - Il procuratore,"Crime, Drama, Thriller"
65293,Questione di tempo,"Comedy, Drama, Fantasy"
65304,Prince Avalanche,"Comedy, Drama"
65345,Praia do Futuro,"Drama, Romance"
65347,Run All Night - Una notte per sopravvivere,"Action, Crime, Drama"
65369,Tutte contro lui,"Comedy, Romance"
65378,Addicted - Desiderio irresistibile,"Drama, Thriller"
65407,Before Midnight,"Drama, Romance"
65411,Transcendence,"Action, Drama, Sci-Fi"
65429,Jimmy P.,"Biography, Drama, Thriller"
65457,La metÃ  di un sole giallo,"Drama, Romance"
65463,Madea protezione testimoni,"Comedy, Crime, Drama"
65476,Kapringen,"Drama, Thriller"
65486,Segreti di famiglia,Drama
65489,Closed Circuit,"Crime, Drama, Mystery"
65516,Draft Day,"Drama, Sport"
65517,Sweetwater,"Thriller, Western"
65518,Home - A casa,"Animation, Adventure, Comedy"
65541,Oltre i confini del male - Insidious 2,"Horror, Mystery, Thriller"
65547,Il domani tra di noi,"Action, Adventure, Drama"
65563,Don Jon,"Comedy, Drama, Romance"
65572,Velvet - Il prezzo dell'amore,Drama
65580,Rampage: Furia animale,"Action, Adventure, Sci-Fi"
65593,Canopy,"Adventure, Drama, Thriller"
65604,Gli stagisti,Comedy
65622,Le origini del male,"Horror, Mystery, Thriller"
65646,Valerian e la cittÃ  dei mille pianeti,"Action, Adventure, Fantasy"
65647,La guerra dei sessi,"Comedy, Romance"
65659,Money Monster - L'altra faccia del denaro,"Crime, Drama, Thriller"
65677,Gli amanti passeggeri,Comedy
65681,Ghost Movie,"Comedy, Fantasy, Horror"
65693,Big Hero 6,"Animation, Action, Adventure"
65695,Il padre,"Adventure, Drama, History"
65722,Il tempo di vincere,"Drama, Sport"
65738,El CrÃ­tico,"Comedy, Drama, Romance"
65751,Spider-Man: Homecoming,"Action, Adventure, Sci-Fi"
65815,Ballerina,"Animation, Adventure, Comedy"
65817,Black Sea,"Adventure, Drama, Thriller"
65837,Il libro della vita,"Animation, Adventure, Comedy"
65856,The Raid 2 - Berandal,"Action, Crime, Thriller"
65874,Kung Fu Panda 3,"Animation, Action, Adventure"
65875,L'amore bugiardo - Gone Girl,"Drama, Mystery, Thriller"
65876,Magic Mike XXL,"Comedy, Drama, Music"
65917,Hellboy,"Action, Adventure, Fantasy"
65921,A Perfect Man,"Drama, Romance"
65946,Alla ricerca di Dory,"Animation, Adventure, Comedy"
65948,Grand Budapest Hotel,"Adventure, Comedy, Crime"
65952,La vita di Adele,"Drama, Romance"
65956,Natale all'improvviso,"Comedy, Fantasy, Romance"
65957,SpongeBob - Fuori dall'acqua,"Animation, Action, Adventure"
65975,Muppets 2 - Ricercati,"Adventure, Comedy, Crime"
65986,Men in Black: International,"Action, Adventure, Comedy"
65987,Jumanji - Benvenuti nella giungla,"Action, Adventure, Comedy"
66049,The Canyons,"Drama, Thriller"
66050,Americons,"Action, Biography, Crime"
66053,Minions,"Animation, Adventure, Comedy"
66055,22 Jump Street,"Action, Comedy, Crime"
66062,Frozen - Il regno di ghiaccio,"Animation, Adventure, Comedy"
66076,Falcon Rising,"Action, Adventure, Crime"
66078,Tai ji 2: Ying xiong jue qi,"Action, Adventure"
66083,Sherlock Gnomes,"Animation, Adventure, Comedy"
66098,Free the Nipple,"Comedy, Drama"
66110,PietÃ ,"Crime, Drama"
66123,La danza della realtÃ ,"Biography, Drama, Fantasy"
66132,Attacco al potere - Olympus Has Fallen,"Action, Thriller"
66140,23 Blast,"Drama, Family, Sport"
66144,Mandela: Long Walk to Freedom,"Biography, Drama, History"
66146,La quinta onda,"Action, Adventure, Sci-Fi"
